,titulo,artista,letras
259,Na Intenção,MC Don Juan," Eu não vou mentir, vou falar a verdade. É meio chato o que eu vou te dizer. Não vou mentir, vou falar a verdade. É meio chato o que eu vou te dizer. Como que eu vou namorar você. Se eu só fiquei contigo na intenção de te foder. Mas como que eu vou namorar você. Se eu só fiquei contigo na intenção de te foder. Como que eu vou namorar você. Se eu só fiquei contigo na intenção de te foder. Mas como que eu vou namorar você. Se eu só fiquei contigo na intenção de te foder. Yuri Martins, 71 sacana. Depois que te comer vai iludir outra piranha. Yuri Martins, 71 sacana. Depois que te comer vai iludir outra piranha. Como que eu vou namorar você. Se eu só fiquei contigo na intenção de te foder. Mas como que eu vou namorar você. Se eu só fiquei contigo na intenção de te foder.  "
260,Rabetânia,MC WM," Que hoje eu não tô bom, vou sarrar bundão. Joga tudo, então. Chama aquela amiga que representa. Se concentra e senta. Senta, senta, senta, senta, senta. Senta, senta, senta, senta, senta. Senta, senta, senta, senta, senta. Senta, senta, senta, senta, senta. Câmera lenta, ta, ta, ta. Ô, menina louca. Vou chamando as suas amigas, vai. Senta Rabetania. Quica Rabetchuda, vai. Senta Rabetania. Quica Rabetchuda, vai. Senta Rabetania. Quica Rabe. Ô, menina louca. Vou chamando as suas amigas, vai. Senta Rabetania. Quica Rabetchuda, vai. Senta Rabetania. Quica Rabetchuda, vai. betania. Quica Rabe. Que hoje eu não tô bom, vou sarrar bun. Ah, fica moscando, besta.  "
261,Pow Pow Tey Tey,MC Dede," Anos atrás, pouca beleza. Hoje a novinha tá princesa. Gata demais, R7, não é brincadeira. Ela toca até minha meiameia. Nós que tá em cima da meiameia. Cortando de giro dentro da viela. Ela pow pow pra mim. Eu dei tey tey tey pra ela. Pow, pra mim. Eu dei tey tey tey pra ela. Mó veneno, passei nas antiga. Dei volta por cima e tô chave de quebra. Ela pow pow pra mim. Eu dei tey tey tey pra ela. Pow, pra mim. Eu dei tey tey tey pra ela.  "
262,Seu Jeito de Olhar (part. DoisP e Knust),MC Kevin," [MC Kevin]. Eu não sei o que deu na gente, um lance quente. Vamo sem medo de se apegar. Agora tá na minha mente, seu jeito carente. Me lembrei do seu jeitinho de olhar. Joga a bunda. Joga, linda, pra cá. Tô cansado de perreco, eu tô cansado de buxixo. Vivendo sem compromisso, virado pra lá e pra cá. Eu tô, de uns dia, atrás da correria louca. Pra degustar de onde eu posso chegar. Eu tô ligando pro dinheiro, porque o dinheiro. Me traz tudo que eu quero, tudo que eu precisar. [DoisP]. Ela sempre se faz de doida. Noite vira dia e toda a vida ainda é pouca. Essa mina é louca, louca. Não liga se eu tô com outra. Mete o louco em quem tá no seu pé e vem cá. Desce bem, fica sem roupa e vem cá. Tem café, mas prefiro um chá. Que é pra relaxar e te deixar louca. Então joga, joga a bunda pra cá. Olha só como ela faz. Tirando a minha paz. Rebola olhando pra trás tipo Shakira. [MC Kevin]. Joga a bunda. Joga, linda, pra cá. Tô cansado de perreco, eu tô cansado de buxixo. Vivendo sem compromisso, virado pra lá e pra cá. Eu tô, de uns dia, atrás da correria louca. Pra degustar de onde eu posso chegar. Eu tô ligando pro dinheiro, porque o dinheiro. Me traz tudo que eu quero, tudo que eu precisar. Joga a bunda. Joga, linda, pra cá. Tô cansado de perreco, eu tô cansado de buxixo. Vivendo sem compromisso, virado pra lá e pra cá. Eu tô, de uns dia, atrás da correria louca. Pra degustar de onde eu posso chegar. Eu tô ligando pro dinheiro, porque o dinheiro. Me traz tudo que eu quero, tudo que eu precisar. [Knust]. Ela toma tequila direto na boca. Corpo pega fogo, essa mina é louca. Oh, na na na. Falou que gosta de sexo bruto. Se eu quebrar, onde eu compro outra. É bom demais te ter. Essa mina é louca, toda noite quer meter. E hoje é só lazer. A regra agora é que ninguém mais pode ir embora sem sentir prazer. É bom demais te ter. Essa mina é louca, toda noite quer meter. Hoje é só lazer. A regra agora é que ninguém mais pode ir embora sem sentir prazer. [MC Kevin]. Joga a bunda. Joga, linda, pra cá. Tô cansado de perreco, eu tô cansado de buxixo. Vivendo sem compromisso, virado pra lá e pra cá. Eu tô, de uns dia, atrás da correria louca. Pra degustar de onde eu posso chegar. Eu tô ligando pro dinheiro, porque o dinheiro. Me traz tudo que eu quero, tudo que eu precisar. É Kevin e 1Kilo. É Kevin e 1Kilo. É Kevin e 1Kilo. É Kevin e 1Kilo.  "
263,Transariano,MC WM," Ih, fala muito. Interesseira. Sou transariano. E tô querendo sua traseira. Ih, fala muito. Interesseira. Sou transariano. E tô querendo sua traseira. Quer ser bancada por favelado. Mas não cola na favela. Ah, aqui pra ela, oh. Quer ser bancada por favelado. Mas não cola na favela. Ah, aqui pra ela, oh, aqui. Só cola em baile de patricinha. Mas quer escutar Mandela, né. Oh, aqui pra ela, oh, aqui. Ih, fala muito. Interesseira. Sou transariano. E tô querendo sua traseira. Ih, fala muito. Interesseira. Sou transariano. E tô querendo sua traseira. Quer ser bancada por favelado. Mas não cola na favela. Ah, aqui pra ela, oh. Quer ser bancada por favelado. Mas não cola na favela. Ah, aqui pra ela, oh, aqui. Só cola em baile de patricinha. Mas quer escutar Mandela, né. Oh, aqui pra ela, oh, aqui. Ih, fala muito. Interesseira. Sou transariano. E tô querendo sua traseira. Ih, fala muito. Interesseira. Sou transariano. E tô querendo sua traseira. Ih, fala muito. Interesseira. Sou transariano. E tô querendo sua traseira.  "
264,Adestrador de Cadela,MC MM," Sabe aquelas minas cachorra, piranha, sapeca. Então pode trazer elas que R7 dá um trato. Põem no pelo e goza nela. Então cancela as moças de família certa. Que minha meta na favela é só pegar mina perversa. Que eu sou adestrador de cadela. Que eu sou adestrador de cadela. Nós pega, bota na tcheca, depois solta na banguela. Nós pega, bota na tcheca, depois solta na banguela. Nós pega, bota na tcheca, depois solta na banguela. Que eu sou adestrador de cadela. Nós pega, bota na tcheca, depois solta na banguela. Nós pega, bota na tcheca, depois solta na banguela. Nós pega, bota na tcheca, depois solta na banguela. Sabe aquelas minas cachorra, piranha, sapeca. Então pode trazer elas que R7 da um trato. Põem no pelo e goza nela. Então cancela as moças de família certa. Que minha meta na favela é só pegar mina perversa. Que eu sou adestrador de cadela. Que eu sou adestrador de cadela. Nós pega, bota na tcheca, depois solta na banguela. Nós pega, bota na tcheca, depois solta na banguela. Nós pega, bota na tcheca, depois solta na banguela. Que eu sou adestrador de cadela. Que eu sou adestrador de cadela. Nós pega, bota na tcheca, depois solta na banguela. Nós pega, bota na tcheca, depois solta na banguela.  "
265,Lágrimas,MC Duda do Marapé," Lágrimas caem quem já passou no sofrimento. Coração bate acelerado mó saudade. Na minha vida toda só tive arrebento. Família minha, meus amigos de verdade. Era muito longe as vezes não tinha visita. Graças a Deus os companheiros lá da ilha. Sempre chegaram e nunca esqueceram de mim. Em qualquer situação eu ia até o fim. Mais mesmo assim a saudade continuava. E a depressão dominava na madrugada. E lá no pátio na direta andava só. Os companheiros diziam conversa que é melhor. Um dia que igual aos outros estava fazendo uma letra. Dos amigos meus que estão bem lá no céu. No mesmo dia tinha atracado um sedex. Do meu pai escrito, Eduardo a saudade é cruel. Você seguiu essa vida porque tu quis. Eu e sua mãe que te amamos estamos aqui. Infelizmente tu se encontra ai. A nossa vida aqui fora ta infeliz.. Caem lágrimas, caem agora. E vão embora, no rosto rolam, rolam, rolam. Varias lágrimas caem agora,. E vão embora. No rosto rolam. De quem te adoram. No rosto rolam. Lágrimas .  "
266,Meu Ex,Valesca," Ah, fiz besteira mais uma vez. Tava de bobeira em casa. Sentei na pica do meu ex. Pica, pica do meu ex. Ah, fiz besteira mais uma vez. Tava de bobeira em casa. Sentei na pica do meu ex. Pica, pica do meu ex. Ele me liga, eu não atendo. Ele me perturba, mas eu não rendo. Fica nessa palhaçada, igual Procurando Nemo. Ele me troca pelo Flamengo. E só nos bater de frente que já tô me derretendo. Ah, fiz besteira mais uma vez. Tava de bobeira em casa. Sentei na pica do meu ex. Pica, pica do meu ex. Ah, fiz besteira mais uma vez. Tava de bobeira em casa. Sentei na pica do meu ex. Pica, pica do meu ex.  "
267,Tentei,MC Davi," Me chamou de moleque. Pra eu segurar a emoção. Se valoriza. Não posta nada não. Vivo na noite. Pra me limitar. Tá preocupada. Se vir outra sentar. Olha, eu tô de volta. Por hora e à milhão. Eu não devo nada. Já blindei o meu coração. Deixa comigo. Que eu vou me cuidar. Se eu não fizer isso. É que já fazem, pode pá. Tentei agradar o meu coração. Não deu. Tentei focar na relação. Fodeu. Briga toda hora, todo dia, não dá. Agora tô daora, têm várias pra eu gozar. Tentei agradar o meu coração. Não deu. Tentei focar na relação. Fodeu. Briga toda hora, todo dia, não dá. Agora tô daora, têm várias pra eu gozar.  "
268,Solta a Batida,Ludmilla," Solta a batida, que a Lud chegou. Se concentra, é agora. Se quer me ver rebolar sem pudor. Demorou, toda hora. E eu vou no chão, até o chão, tentação. (Sou dessas). Pique provocação, quero ação, pegação. (Sou dessas). Mexe o bumbum (an). Subindo (an). Descendo (an). Quicando (an). Mexendo (an) com a imaginação. Que tentação. Sou dessas. Eu sou dessas que joga e não para. E que faz o que pensa só pra causar. Eu cheguei pra acabar com a tua marra. Hoje eu saí de casa pra rebolar. Ah, ah, ahahah, ah, ah. Eu vou sentar (eu vou sentar, eu vou sentar). Ah, ah, ahahah, ah, ah. Mas você só pode olhar (vem, me olha). Ah, ah, ah, ahahah, ah, ah. Eu vou sentar. Ah, ah, ah, ahahah, ah, ah. (Hoje você só pode olhar). Solta a batida, que a Lud chegou. Se concentra, é agora. Se quer me ver rebolar sem pudor. Demorou, toda hora. E eu vou no chão, até o chão, que tentação. (Sou dessas). Pique provocação, eu quero ação, pegação. (Sou dessas). Mexe o bumbum (hmm). Subindo (ai). Descendo (hmm). Quicando (hmm). Mexendo (hmm) com a imaginação. Que tentação (ai, meu Deus). Sou dessas. Eu sou dessas que joga e não para. E que faz o que pensa só pra causar. Eu cheguei pra acabar com a tua marra. Hoje eu saí de casa pra rebolar. Ah, ah, ahahah, ah, ah. Eu vou sentar. Ah, ah, ahahah, ah, ah. Mas você só pode olhar. Ah, ah, ah, ahahah, ah, ah. Eu vou sentar. Ah, ah, ahahah, ah, ah. Mas você só pode olhar. Eu sou dessas que joga e não para. E que faz o que pensa só pra causar. Eu cheguei pra acabar com a tua marra. Hoje eu saí de casa pra rebolar. Ah, ah, ahahah, ah, ah. Eu vou sentar. Ah, ah, ahahah, ah, ah. Mas você só pode olhar. Ah, ah, ahahah, ahahah. Eu vou sentar. (Ah, ah, ah, ahahah, ah, ah). Sou dessas. Ah, ah, ah. (Sou dessas). Ah, ah. Mas você só pode olhar.  "
269,"Não Se Apaixona (part. Jerry Smith, DJ Cassula e DJ Kelvinho)",MC Loma e As Gêmeas Lacração," Pega a visão, pega a visão. É Jerry Smith e MC Loma. E as Gêmeas Lacração. É o pique, uaaai. Cebruthius. Encostei no baile funk. Quando eu vi ela dançar. Eu tive que chamar, eu tive que chamar. Encostei no baile funk. Quando eu vi ela dançar. Eu tive que chamar, eu tive que chamar. Ei ei, ô ô, ei ei, ô ô. Requebrando desse jeito. Novinha, você dá show. Ei ei, ô ô, ei ei, ô ô. Requebrando desse jeito. Novinha, você dá show. Desse jeito dá show. Desse jeito dá show. Desse jeito dá show. Desse jeito dá show. Vai, não para, continua. Que o Jerry Smith gostou. Desse jeito dá show. Desse jeito dá show. Desse jeito dá show. Desse jeito dá show. Vai, não para, continua. Que o Jerry Smith gostou. Gostou Gostou Gostou Eu sei. Já que tu gostou, então toma mais uma vez. Gostou Gostou Gostou Eu sei. Já que tu gostou, então toma mais uma vez. Quer requebrada, então toma. Toma, toma. Quer rebolada, então toma. Toma, toma. Calma, calma, Jerrinho. Só não se apaixona. Calma, calma, novinho. Só não se apaixona. Quer, quer, quer. Quer requebrada, então toma. Toma, toma. Quer rebolada, então toma. Toma, toma. Quer requebrada, então toma. Toma, toma. Quer rebolada, então toma. Toma, toma. Calma, calma, Jerrinho. Só não se apaixona. É o pique, uaaai. Cebruthius. Encostei no baile funk. Quando eu vi ela dançar. Eu tive que chamar, eu tive que chamar. Encostei no baile funk. Quando eu vi ela dançar. Eu tive que chamar, eu tive que chamar. Ei ei, ô ô, ei ei, ô ô. Requebrando desse jeito. Novinha, você dá show. Ei ei, ô ô, ei ei, ô ô. Requebrando desse jeito. Novinha, você dá show. Desse jeito dá show. Desse jeito dá show. Desse jeito dá show. Desse jeito dá show. Vai, não para, continua. Que o Jerry Smith gostou. Desse jeito dá show. Desse jeito dá show. Desse jeito dá show. Desse jeito dá show. Vai, não para, continua. Que o Jerry Smith gostou. Gostou Gostou Gostou Eu sei. Já que tu gostou, então toma mais uma vez. Gostou Gostou Gostou Eu sei. Já que tu gostou, então toma mais uma vez. Quer requebrada, então toma. Toma, toma. Quer rebolada, então toma. Toma, toma. Calma, calma, Jerrinho. Só não se apaixona. Calma, calma, novinho. Só não se apaixona. Quer, quer, quer. Quer requebrada, então toma. Toma, toma. Quer rebolada, então toma. Toma, toma. Quer requebrada, então toma. Toma, toma. Quer rebolada, então toma. Toma, toma. Calma, calma, Jerrinho. Só não se apaixona. É o pique, uaaai. Cebruthius.  "
270,Tragédia 2,MC Moreno," Era uma vez um conto. Que emocionou o Brasil. A história de uma família. Todo mundo ouviu. E o bebezinho com o tempo. Foi crescendo com a educação. Do pai sempre amadurecendo. Mas ele teve que crescer. E se adaptar. Não tinha uma mãe do lado. Pra dele cuidar. Só o pai que sempre. Foi um homem guerreiro. Tinha que trabalhar. Então nem sempre tinha tempo. Obscuridades maltrataram. Sua mente. Começou a ser mais racional. E consciente. Certo dia uma notícia. Não muito legal. Seu pai tava internado. Nada bem, muito mal. Não tinha um tostão. Pra o tratamento pagar. De qualquer jeito. Esse dinheiro. Eu vou ter que arrumar. Com 17 já tava envolvidão. Pensamentos conturbados. Dominados, depressão. Saiu na rua revoltado. E preparado, só ia precisar. Efetuar sem erro o assalto. Enquadrou, botou no chão. Perdeu, tomou o dinheiro ali. Não vou machucar ninguém. Só não olhem pra mim. E de repente eu escutei. Um barulho de um tiro. Mas dessa vez foi. Do policial para o menino. Não sei se foi o meu caminho. Ou o meu papel. Tô indo conhecer minha mãe. Linda lá no Céu.  "
271,Voz Estranha,MC Daleste," Fumei tanto do verdinho. Que fiquei com a voz estranha. Admiro quem não fuma. Eu gosto mais do que lasanha. As mina da quebrada ficam tudo me zoando. Meus zóio é de japonês, mas a pegada é de africano. Sou tão louco que às vezes fico até meio engraçado. Fumo ate cair, quando eu caio eu fumo deitado. Não saio com panicat, so com laricat. Juntei 4 lanches, um big, big, Big Mac. De boné pra trás as cocotinhas entram em choque. Vagabundo nato com apenas 19. É só menino bom que tem problema na cabeça. Acenda um do verde e seus problemas já esqueça. O moleque é bolado, veja só o que acontece. Sabe quem vos fala É o MC Daleste. A polícia de São Paulo está progredindo. Se proliferando, cada vez evoluindo. Antes no passado veja só o que acontece. Só comia coxinha, hoje come Big Mac. 'Big big big big big Big Mac'. Só comia coxinha, hoje come Big Mac. Sabe quem tá falando É o MC Daleste. Beat box boladão é no sapatinho. Salve para a produção, salve Pet, Moreninho. O Anderson, DJL. O moleque é bolado, então não aumenta o estresse. Os muleque é chapa quente, eu sou o Daleste. Um salve pros autêntico, autentiquete. Tá ligado, muleque zica, assim que procede. Na rima na hora, e se liga, não se ilude. Se tu gostou, clica em gostei, no Youtube. Assim que é compartilha no Twitter no Facebook. E assim que a porra toda se procede. Tu tá ligado que a humildade prevalece. Com as menina, com os moleque. Zona sul ou zona oeste. E da zona norte, também zona leste. E assim que é. Eu falo aqui na manha. Os moleque de São Paulo. Gosta mais do que lasanha. Minha voz ficou estranha.  "
272,Agora Virei Puta,Gaiola Das Popozudas," Só me dava porrada. E partia pra farra. Eu ficava sozinha,esperando você. Eu gritava e chorava que nem uma maluca.... Valeu muito obrigado mas agora virei puta. Valeu muito obrigado mas virei Puta. Valeu muito obrigadogadogado.... sesesesesesesese uma tapinha não dói... eueueueueueueueu falo pra você.... segura esse chifre quero ver tu se foder. segura esse chifre quero ver tu se foder. segura esse chifre quero ver tu se foder. segura esse chifrechifrechifre.... Eu lavava passava. Eu lavava passava.... tu não dava valor. tu não dava valor.... agora que eu sou puta voce quer falar de amor.. agora que eu sou PUTA voce quer falar de amor.. agoagora que eu sou PUTAPUTAPUTA. sósósósósósósósó mesó me dava porrada. e partia pra farra. eu ficava sozinha esperando você... eu gritava e chorava que nem uma maluca. Valeu muito obrigado mas virei puta. Valeu muito obrigado mas virei puta. Valeu muito obrigado mas agora virei puta. Valeu muito obrigadogadogado.... sesesesesesesese uma tapinha não dói... eueueueueueueueu falo pra você.... segura esse chifre quero ver tu se foder. segura esse chifre quero ver tu se foder. segura esse chifre quero ver tu se foder. segura esse chifrechifrechifre.... Eu lavava passava. Eu lavava passava.... tu não dava valor. tu não dava valor... agora que eu sou PUTA você quer falar de amor. agora que eu sou puta você quer falar de amor. agoagora que eu sou PUTAPUTAPUTA.  "
273,O Menino Encantou a Quebrada,MC Kevin," Pode pá que não dá nada. E não dá nada. O menino encantou a quebrada. Tô na laje, o meu dedo rasga. Empinando pipa, desbicando raia. Desbicando raia. Lembra daquela. Aquela mais linda da quebrada. Hoje, pode pá, ela quer graça. Já foi ficção pro meu coração. Pro meu coração. Baile Quebrada. Vi a linda chacoalhando a lata. Hoje, pode pá, ela quer graça. Já foi ficção pro meu coração. Pro meu coração. E não dá nada. O menino encantou a quebrada. Tô na laje, o meu dedo rasga. Empinando pipa, desbicando raia. Desbicando raia. Lembra daquela. Aquela mais linda da quebrada. Hoje, pode pá, ela quer graça. Já foi ficção pro meu coração. Pro meu coração. Baile Quebrada. Vi a linda chacoalhando a lata. Hoje, pode pá, ela quer graça. Já foi ficção pro meu coração. Pro meu coração. Pode pá que não dá nada. E não dá nada.  "
274,Melhor Assim (part. Ludmilla),Biel," E aí Lud. Agora é só nós dois. Melhor assim, né. Então vem. Melhor assim. Vem ficar perto de mim. Não sabe o quanto eu tô afim. Vou te deixar tranquilão. Desde que te vi. Injetou adrenalina em mim. Com você me deu vontade de fugir. Fez a maior confusão. Logo comigo que o coração batia na sola. Desleixado, bicho solto. Sem mulher na cola. Já pequeno namorava cinco mina na escola. E você pegou meu coração e levou na sacola. Eu tô tentando me lembrar onde me apaixonei. Será que foi nesse sorriso (não sei). Será que foi nesse olhar (talvez). Não importa quando foi. O que importa é que. Acordo de manhã e te faço café. É tão bom ficar contigo e me sentir mulher. Porque quando a gente junta. Não tem hora e nem lugar. Então vem me amar. Eu queria que soubesse, mas não sei como dizer. A melhor versão de mim é quando eu tô com você. Então cola no meu corpo e vem me aquecer. Melhor assim. Vem ficar perto de mim. Não sabe o quanto eu tô afim. Vou te deixar tranquilão. Desde que te vi. Injetou adrenalina em mim. Com você me deu vontade de fugir. Fez a maior confusão.  "
275,"Nossa, Que Absurdo (part. MC Nando DK e DJ Cassula)",Jerry Smith," Na festa do Jerry Smith, é um verdadeiro furdúncio. Na festa do Nando DK, é um verdadeiro furdúncio, aí. Nossa, que absurdo. Nossa, que absurdo. Taca o rabetão com força. Com força, com tudo. Taca o, taca o, taca o, taca o. Taca o, taca o, taca o, taca o. Taca o rabetão com força. Com força, com tudo. Taca rabetão com força. Com força, com tudo. Que baile é esse, que tá maior tumulto. É o Jerry Smith e Nando DK nos fluxo. Nossa, que absurdo. Nossa, que absurdo. Taca o rabetão com força. Com força, com tudo. Taca o, taca o, taca o, taca o. Taca o, taca o, taca o, taca o. Taca o rabetão com força. Com força, com tudo. Taca rabetão com força. Com força, com tudo. Taca o rabetão com força. Com força, com tudo. Taca rabetão com força. Com força, com tudo. Na festa do Cassula, é um verdadeiro furdúncio. Na festa do Cassula, é um verdadeiro furdúncio, aí. Nossa, que absurdo. Nossa, que absurdo. Taca o rabetão com força. Com força, com tudo. Taca o, taca o, taca o, taca o. Taca o, taca o, taca o, taca o. Taca o rabetão com força. Com força, com tudo. Taca rabetão com força. Com força, com tudo. Que baile é esse, que tá maior tumulto. Nando DK e Jerry Smith que embrasa nos fluxo. Nossa, que absurdo. Nossa, que absurdo. Taca o rabetão com força. Com força, com tudo. Taca o, taca o, taca o, taca o. Taca o, taca o, taca o, taca o. Taca o rabetão com força. Com força, com tudo. Taca rabetão com força. Com força, com tudo. Taca o rabetão com força. Com força, com tudo. Taca rabetão com força. Com força, com tudo.  "
276,Toda Toda,Pikeno e Menor," Mas quem pensou que ela tava depressiva em casa. Só porque o namorado terminou com ela. Que ela só pensava em chorar, muito errado você tá. E a partir desse momento a cena é toda dela. Foi pra noite, perdeu a linha, funkeira de carteirinha. E tudo que ela faz as invejosas imita. Tá solteira, mas não sozinha, não vai ser mais boazinha. Dentro do seu coração não entra mais visita. Se ele disse que não te quer, que bagacinho tu é. É mentira, tu foi feita na medida certa. Então abre o olho, mulher, vê quanto cara te quer. E quando tu passa deixa nóis de boca aberta. Mas ela é toda toda, ela é toda toda. Toda top, toda linda, leve e solta. E quer mais que você se exploda. Ela é toda toda, chora muito agora que ela tá em outra. Mas ela é toda toda, ela é toda toda. Toda top, toda linda, leve e solta. E quer mais que você se exploda. Ela é toda toda, chora muito agora que ela tá em outra.  "
277,A Mina Que Era Quieta,MC Denny," Ela me falou que tava. Com o coração machucado. Que acabou de romper. Com o teu namorado. Pra esquecer os teus problemas. Ela bebe à beça. Na madruga com as amigas. Que ela desestressa. Isso é verdade. Oi, colocou o melhor perfume. Colocou a melhor bleca. A mina que era quieta. Agora se tornou sapeca. Colocou o melhor perfume. Colocou a melhor bleca. A mina que era quieta. Agora se tornou sa. Falou que tava estressada. Coração, então desestressa. Falou que tava estressada. Tá estressada Desestressa. Tá estressada Desestressa. Ouviu Então vamo mais rápido. Tá estressada Desestressa. Bota a xereca na peça. Bota a xereca na peça. Bota a xereca. Tá estressada Desestressa. Bota a xereca na peça, han. Bota a xereca xereca. Ahn, ahn, ahn. Tá estressada Desestressa.  "
278,Só As Cachorras,Bonde do Tigrão," Só as cachorras. As preparadas. As popozudas. O baile todo. Só as cachorras. As preparadas. As popozudas. O baile todo. Pula, sai do chão. Esse é o Bonde do Tigrão. Libere a energia. E vem pro meio do salão. O baile está tomado. Eu quero ver você dançar. Tá tudo dominado. E o planeta vai gritar. Assim. Só as cachorras. As preparadas. As popozudas. O baile todo. Só as cachorras. As preparadas. As popozudas. O baile todo. Pula, sai do chão. Esse é o Bonde do Tigrão. Libere a energia. E vem pro meio do salão. O baile está tomado. Eu quero ver você dançar. Tá tudo dominado. E o planeta vai gritar. Assim. Só as cachorras. As preparadas. As popozudas. O baile todo. Só as cachorras. As preparadas. As popozudas. O baile todo. Vem pra cá. Que eu sou tigrão. Vou te dar. Muita pressão. Quando vejo um popozão. Rebolando no salão. Não consigo respirar. Fico louco pra pegar. Melhor tu se preparar. Que o tigrão. Vai te ensinar. Vai a onde tu fugir. Que o tigrão. Vai te engolir. Se tu corre por aqui. Eu te pego logo ali. Eu vou lutar até o fim. Vou trazer você pra mim. E eu te chamo bem assim. Só as cachorras. As preparadas. As popozudas. O baile todo. Só as cachorras. As preparadas. As popozudas. O baile todo.  "
279,São Paulo,MC Daleste," Eu sou Daleste com as tops de Angra do lado. Cheguei, saí fora, voltei, mas bem acompanhado. Cheguei, saí fora, voltei, mas bem acompanhado. Eu sou Daleste com as tops de Angra do lado. São Paulo é ostentação. O dele é lata, o meu é ouro. O que eles têm, nós têm em dobro. Nós têm tanto dinheiro que tô até enjoando. De onde ele vem Tu vai morrer se perguntando. Malandro é malandro, mané é mané. Cada um na sua, eu vou na minha assim que é. House de boy com nove quartos, tudo liberado. Certo é o certo, o errado é o errado. Sem responsabilidade, ninguém é de ninguém. Vilão que é vilão faz bandida virar refém. A 240, partindo para os bailes. (uhhh) Moleque doido tá sem freio na nave. Antes contava moeda, hoje só conta nota de cem. Chama as tops, vem, vem, vem, vem. Vem pro baile funk que tá tendo ousadia e álcool. E no final quero geral descontrolado. Aonde 10 mil vai, no mesmo tempo vem. Claro que é São Paulo, capital das notas de cem. Aonde 10 mil vai, no mesmo tempo vem. Claro que é São Paulo, capital das notas de cem. Cheguei, saí fora, voltei, mas bem acompanhado. Eu sou Daleste com as tops de Angra do lado. São Paulo é ostentação,. O dele é lata o meu é ouro. O que eles têm, nós têm em dobro. Nós têm tanto dinheiro que tô até enjoando. De onde ele vem Tu vai morrer se perguntando. Malandro é malandro, mané é mané. Cada um na sua, eu vou na minha assim que é. House de boy com nove quartos, tudo liberado. Certo é o certo, o errado é o errado. Sem responsabilidade, ninguém é de ninguém. Vilão que é vilão faz bandida virar refém. A 240, partindo para os bailes. Moleque doido tá sem freio na nave. Antes contava moeda, hoje só conta nota de cem. Chama as tops, vem, vem, vem, vem. Vem pro baile funk que tá tendo ousadia e álcool. E no final quero geral descontrolado. Aonde 10 mil vai, no mesmo tempo vem. Claro que é São Paulo, capital das notas de cem. Aonde 10 mil vai, no mesmo tempo vem. Claro que é São Paulo, capital das notas de cem. Cheguei, saí fora, voltei, mas bem acompanhado. Eu sou Daleste com as tops de Angra do lado. São Paulo é ostentação. O dele é lata, o meu é ouro. O que eles têm, nós têm em dobro.  "
280,"Mina, Se Você Tiver à Toa (part. Orochi, Yago Gomes e DJ 900)",MC Maneirinho," Mina, se você tiver à toa, me chama pra foder, êê. Mina, se você tiver à toa, me chama pra foder. Mina, eu vou ter que confessar que eu gamei em você. Todo dia eu me encontro pensando em você. Então faz um favorzinho, começa a descer. Mina, se você tiver à toa, me chama pra foder, êê. Mina, se você tiver à toa, me chama pra foder. (Y'all). Mas nossa vida não é só lazer (lazer). A malandragem é sobreviver (Malandragem). Se der problema na pista. Nós liga pro Lage que ele vem pra resolver (Uuuh). Bagulho é muito sério. Codinome Orochi, terror do adultério. O caminho certo, esse é o papo reto. Se bater de frente vai pro cemitério. Vou fazendo a rima de noite, de dia. Ficando chapado, fodendo com as mina. Se tu der espaço e fazer diferente. Pode ter certeza que eu vou voltar. Só mordida e puxão de cabelo. Enquanto ela me chupa, tipo um pirulito. Beijando essa boca, chupando esse grelo. Linguadão na xota, beijo no mamilo. Sabe que eu não invento (não invento). Fode com o Yago e com o 900 (fode). Só mafioso, no rap ou no funk fazendo dinheiro. Tu bate neurose, eu lamento. Hit a todo momento (toda hora). Fumo um balão com o cabelo ao vento. Só mafioso, no rap ou no funk fazendo dinheiro. E se bater neurose, fodase. Mina, se você tiver à toa, me chama pra foder, êê. Mina, se você tiver à toa, me chama pra foder. Mina, se você tiver à toa, me chama pra foder, êê. Mina, se você tiver à toa, me chama pra foder. Se tu tiver à toa, me chama. 900 te leva pra cama. Yago Gomes te leva pra cama. E o Orochi te leva pra cama. Maneirinho te leva pra cama. Se tu tiver à toa, me chama.  "
